SalesID,SalePrice,MachineID,ModelID,datasource,auctioneerID,YearMade,MachineHoursCurrentMeter,UsageBand,saledate,fiModelDesc,fiBaseModel,fiSecondaryDesc,fiModelSeries,fiModelDescriptor,ProductSize,fiProductClassDesc,state,ProductGroup,ProductGroupDesc,Drive_System,Enclosure,Forks,Pad_Type,Ride_Control,Stick,Transmission,Turbocharged,Blade_Extension,Blade_Width,Enclosure_Type,Engine_Horsepower,Hydraulics,Pushblock,Ripper,Scarifier,Tip_Control,Tire_Size,Coupler,Coupler_System,Grouser_Tracks,Hydraulics_Flow,Track_Type,Undercarriage_Pad_Width,Stick_Length,Thumb,Pattern_Changer,Grouser_Type,Backhoe_Mounting,Blade_Type,Travel_Controls,Differential_Type,Steering_Controls
1152614,16000,1031621,19358,121,3.0,2004,303.0,Low,6/28/2007 0:00,ME3003,ME3003,,,,Mini,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1152622,52000,1043831,2144,121,3.0,2005,3907.0,Medium,5/12/2011 0:00,SK210LC,SK210,,,LC,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Louisiana,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"9' 8""",None or Unspecified,Yes,Double,,,,,
1152624,54000,1000798,1932,121,3.0,1998,9468.0,Medium,1/29/2009 0:00,770CH,770,C,,H,,Motorgrader - 145.0 to 170.0 Horsepower,Iowa,MG,Motor Graders,All Wheel Drive,EROPS w AC,,,,,Powershift,,Yes,13',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,None or Unspecified,,,,,,,,,,,,,,,
1152633,13000,1069369,3546,121,3.0,1995,11279.0,High,2/19/2009 0:00,426B,426,B,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,North Carolina,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,Reversible,No,Standard,Powershuttle,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1152635,50000,1067585,14272,121,3.0,2006,2144.0,Medium,6/18/2009 0:00,200CLC,200,C,,LC,Large / Medium,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",Georgia,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,Manual,None or Unspecified,Double,,,,,
1152640,8200,1064813,16770,121,3.0,2008,29.0,Low,7/24/2009 0:00,L2800D,L2800,D,,,,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Oklahoma,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1152641,48000,1042508,3350,121,3.0,1986,1344.0,Low,7/26/2007 0:00,120G,120,G,,,,Motorgrader - 45.0 to 130.0 Horsepower,North Carolina,MG,Motor Graders,No,EROPS,,,,,None or Unspecified,,None or Unspecified,12',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,"14""",,,,,,,,,,,,,,,
1152643,35500,1026428,5245,121,3.0,1000,0.0,,4/5/2007 0:00,D155A,D155,A,,,Large,"Track Type Tractor, Dozer - 260.0 + Horsepower",South Dakota,TTT,Track Type Tractors,,EROPS w AC,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1152645,21500,1013444,4604,121,3.0,2000,2931.0,Medium,5/10/2007 0:00,310E,310,E,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Louisiana,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1152646,85000,1009022,3824,121,3.0,2000,10568.0,High,8/10/2006 0:00,950G,950,G,,,Medium,Wheel Loader - 175.0 to 200.0 Horsepower,Michigan,WL,Wheel Loader,,EROPS w AC,Yes,,None or Unspecified,,,,,,,,2 Valve,,,,,23.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1152654,50000,1065157,1931,121,3.0,1997,10060.0,Medium,2/19/2009 0:00,770BH,770,B,,H,,Motorgrader - 145.0 to 170.0 Horsepower,Oklahoma,MG,Motor Graders,No,EROPS w AC,,,,,Powershift,,None or Unspecified,None or Unspecified,None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,"14""",,,,,,,,,,,,,,,
1152655,75000,1043462,14287,121,3.0,2006,2591.0,Medium,11/24/2010 0:00,240DLC,240,D,,LC,Large / Medium,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",Texas,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,28 inch,"9' 10""",None or Unspecified,None or Unspecified,Double,,,,,
1152660,61000,1031512,5871,121,3.0,1997,14269.0,Medium,9/6/2007 0:00,L180C,L180,C,,,Medium,Wheel Loader - 250.0 to 275.0 Horsepower,Nevada,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,26.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1152661,26000,1046777,334,121,3.0,2002,4033.0,Medium,6/18/2009 0:00,PC120LC6,PC120,,LC,6,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"8' 4""",Manual,None or Unspecified,Double,,,,,
1152662,11000,1028010,4640,121,3.0,1000,6243.0,Medium,9/25/2008 0:00,410D,410,D,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Georgia,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1152665,18000,1036567,7052,121,3.0,1000,4834.0,Medium,12/16/2010 0:00,307,307,,,,Mini,"Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons",Ohio,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Rubber,24 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1152671,11500,1037673,3409,121,3.0,2006,674.0,Medium,7/16/2009 0:00,226B,226,B,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,California,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1152674,48000,1059540,3819,121,3.0,1000,15691.0,Medium,8/9/2007 0:00,950B,950,B,,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,Vermont,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1152675,46000,368954,23162,121,3.0,2006,1506.0,Low,1/28/2010 0:00,312CL,312,C,,L,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Arizona,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,Hydraulic,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1152677,12500,302940,7009,121,3.0,2000,2253.0,Medium,11/17/2005 0:00,226,226,,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Virginia,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1152678,7000,1042680,17472,121,3.0,1999,1942.0,Medium,12/15/2005 0:00,LX565,LX565,,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Pennsylvania,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1152685,15500,1025254,10501,121,3.0,1990,3465.0,Low,9/8/2005 0:00,L90,L90,,,,,Wheel Loader - 100.0 to 110.0 Horsepower,Pennsylvania,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1152688,25000,1022614,22145,121,3.0,1993,4723.0,Low,12/14/2005 0:00,650GIV,650,G,IV,,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",West Virginia,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
1152691,58000,1038180,5848,121,3.0,2005,226.0,Low,8/9/2007 0:00,EC140LC,EC140,,,LC,Small,"Hydraulic Excavator, Track - 14.0 to 16.0 Metric Tons",New York,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1152694,77000,797047,3824,121,3.0,2000,10105.0,High,9/7/2006 0:00,950G,950,G,,,Medium,Wheel Loader - 175.0 to 200.0 Horsepower,Florida,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,Yes,,,,,,,,2 Valve,,,,,23.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1152696,19000,885308,1545,121,3.0,1994,10011.0,High,11/16/2006 0:00,D4CIIILGP,D4,C,III,LGP,,"Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower",Mississippi,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,Single Shank,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1152697,28500,116784,3539,121,3.0,2002,2250.0,High,12/1/2005 0:00,416D,416,D,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,North Carolina,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,Reversible,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1152698,13000,309304,7019,121,3.0,2000,1025.0,Medium,5/20/2004 0:00,246,246,,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Nevada,SSL,Skid Steer Loaders,,OROPS,Yes,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1152700,46000,1020557,3783,121,3.0,2001,12258.0,High,12/1/2005 0:00,928G,928,G,,,,Wheel Loader - 120.0 to 135.0 Horsepower,Michigan,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1152701,21500,1031153,2758,121,3.0,1994,6764.0,Medium,3/22/2007 0:00,D5CIII,D5,C,III,,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Ohio,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
1152703,46000,1025819,18147,121,3.0,2004,4017.0,Medium,6/25/2009 0:00,EC210B,EC210,B,,,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Georgia,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1152704,7500,1068463,17472,121,3.0,1999,1701.0,Medium,12/15/2005 0:00,LX565,LX565,,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Ohio,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1152707,14500,1041117,4540,121,3.0,1000,3551.0,Low,2/19/2007 0:00,75C,75,C,,,,Wheel Loader - 100.0 to 110.0 Horsepower,North Dakota,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1152710,18000,447584,7021,121,3.0,2001,476.0,Low,1/29/2004 0:00,248,248,,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,California,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1152712,37000,1008779,16746,121,3.0,2005,520.0,Low,9/6/2007 0:00,WB142-5,WB142,,-5,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,South Carolina,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1152716,93000,1007608,14414,121,3.0,2007,3614.0,High,4/30/2009 0:00,744J,744,J,,,Medium,Wheel Loader - 250.0 to 275.0 Horsepower,Alabama,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,26.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1152720,34000,1060154,415,121,3.0,1998,6411.0,High,9/7/2006 0:00,PC220LC6,PC220,,LC,6,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Mississippi,TEX,Track Excavators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152726,4750,1056755,6633,121,3.0,1991,8837.0,High,11/15/2007 0:00,1840,1840,,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Florida,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,None or Unspecified,Standard,,,,,,,,,,,
1152735,36000,1062677,3803,121,3.0,1992,11119.0,Medium,3/23/2006 0:00,936E,936,E,,,Medium,Wheel Loader - 135.0 to 150.0 Horsepower,Arizona,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1152737,13000,761210,4104,121,3.0,1000,1871.0,Low,4/12/2007 0:00,D4E,D4,E,,,,"Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower",Florida,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1152740,20500,1044623,8850,121,3.0,2005,0.0,,6/2/2011 0:00,214,214,,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Florida,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1152741,17000,1007184,22171,121,3.0,1000,5964.0,Low,5/29/2008 0:00,750BLGP,750,B,,LGP,Medium,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",Illinois,TTT,Track Type Tractors,,EROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1152742,16000,1050891,18682,121,3.0,2003,1018.0,Medium,5/31/2007 0:00,SL7800,SL7800,,,,,Skid Steer Loader - 2701.0+ Lb Operating Capacity,Maryland,SSL,Skid Steer Loaders,,EROPS w AC,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,Yes,Standard,,,,,,,,,,,
1152747,14000,879445,3409,121,3.0,2004,450.0,Low,10/25/2007 0:00,226B,226,B,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Oregon,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,None or Unspecified,Standard,,,,,,,,,,,
1152749,10000,1005668,4665,121,3.0,1989,6119.0,Low,1/27/2004 0:00,450G,450,G,,,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Illinois,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1152750,68000,1060906,259,121,3.0,2000,7076.0,High,6/29/2006 0:00,D65EX-12,D65,EX,-12,,Large,"Track Type Tractor, Dozer - 190.0 to 260.0 Horsepower",South Carolina,TTT,Track Type Tractors,,EROPS w AC,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,Straight,None or Unspecified,,
1152756,27000,1051871,4605,121,3.0,2004,1939.0,Medium,9/4/2008 0:00,310G,310,G,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Oregon,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1152761,34000,1044659,11605,121,3.0,1998,16505.0,High,5/17/2007 0:00,EX230LC-5,EX230LC,,-5,,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Texas,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1152763,32000,1050903,15456,121,3.0,1999,7644.0,Medium,3/22/2007 0:00,HL7403,HL740,3,,,,Wheel Loader - 120.0 to 135.0 Horsepower,North Carolina,WL,Wheel Loader,,EROPS w AC,Yes,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,Manual,,,,,,,,,,,,,Standard,Conventional
1152766,49000,1016833,3357,121,3.0,1984,575.0,Low,7/27/2006 0:00,12G,12,G,,,,Motorgrader - 130.0 to 145.0 Horsepower,North Carolina,MG,Motor Graders,No,EROPS,,,,,None or Unspecified,,None or Unspecified,14',None or Unspecified,No,Base + 1 Function,None or Unspecified,Yes,None or Unspecified,None or Unspecified,None or Unspecified,,,,,,,,,,,,,,,
1152770,53000,1048726,9055,121,3.0,1997,3144.0,Medium,2/26/2004 0:00,PC300,PC300,,,,Large / Medium,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Texas,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"15' 9""",None or Unspecified,None or Unspecified,Double,,,,,
1152771,38000,1003599,3803,121,3.0,1000,19467.0,Medium,8/25/2011 0:00,936E,936,E,,,Medium,Wheel Loader - 135.0 to 150.0 Horsepower,Missouri,WL,Wheel Loader,,EROPS,Yes,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,Hydraulic,,,,,,,,,,,,,Standard,Conventional
1152772,23500,1053462,1561,121,3.0,1000,8360.0,Medium,6/25/2009 0:00,D4HIILGP,D4,H,II,LGP,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Alabama,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1152773,11000,1060159,17309,121,3.0,2005,1681.0,Medium,2/10/2011 0:00,S130,S130,,,,,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Texas,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,None or Unspecified,Standard,,,,,,,,,,,
1152776,27000,844880,3538,121,3.0,2000,3587.0,High,10/20/2005 0:00,416C,416,C,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,New York,BL,Backhoe Loaders,Four Wheel Drive,EROPS,Yes,Reversible,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1152777,61000,1016680,1932,121,3.0,2002,5068.0,Medium,10/1/2009 0:00,770CH,770,C,,H,,Motorgrader - 145.0 to 170.0 Horsepower,Oklahoma,MG,Motor Graders,No,EROPS w AC,,,,,Powershift,,None or Unspecified,None or Unspecified,None or Unspecified,No,Base + 1 Function,None or Unspecified,Yes,Yes,None or Unspecified,"14""",,,,,,,,,,,,,,,
1152781,28500,1029609,18111,121,3.0,2003,1702.0,Medium,4/19/2007 0:00,BL70,BL70,,,,,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Texas,BL,Backhoe Loaders,Four Wheel Drive,OROPS,Yes,Reversible,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1152782,115000,144819,23931,121,3.0,1998,6534.0,Medium,11/15/2006 0:00,140HNA,140,H,,,,Motorgrader - 170.0 to 200.0 Horsepower,Georgia,MG,Motor Graders,No,EROPS w AC,,,,,Powershift,,None or Unspecified,None or Unspecified,None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,"14""",,,,,,,,,,,,,,,
1152792,50000,1019526,14272,121,3.0,2005,6062.0,Medium,2/10/2011 0:00,200CLC,200,C,,LC,Large / Medium,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",South Carolina,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,32 inch,"9' 7""",None or Unspecified,None or Unspecified,Double,,,,,
1152801,9000,1036656,10907,121,3.0,1999,1674.0,Low,4/15/2004 0:00,TB025,TB025,,,,Mini,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",Texas,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1152803,30000,1000789,12263,121,3.0,1998,4302.0,Medium,1/19/2004 0:00,SE280LC-2,SE280,LC,-2,,Large / Medium,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",Texas,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,Hydraulic,None or Unspecified,Double,,,,,
1152808,92000,178805,1333,121,3.0,1998,8376.0,High,1/29/2004 0:00,345BL,345,BL,,,Large / Medium,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",Colorado,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"12' 8""",None or Unspecified,None or Unspecified,Triple,,,,,
1152811,42000,1016721,11618,121,3.0,1999,7013.0,Medium,12/7/2006 0:00,EX330LC5,EX330,,LC,5,Large / Medium,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Virginia,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,Hydraulic,None or Unspecified,Double,,,,,
1152822,26500,1021005,4735,121,3.0,1994,11598.0,Medium,1/15/2009 0:00,624G,624,G,,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,Arizona,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1152832,44000,219407,1596,121,3.0,1998,2893.0,Low,1/25/2007 0:00,D5MLGP,D5,M,,LGP,Medium,"Track Type Tractor, Dozer - 105.0 to 130.0 Horsepower",Maryland,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,VPAT,Finger Tip,,
1152833,16500,1046684,17257,121,3.0,2003,2143.0,Low,11/18/2010 0:00,435ZHS G,435,ZHS G,,,Mini,"Hydraulic Excavator, Track - 4.0 to 5.0 Metric Tons",Arizona,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,Manual,,,,Rubber,16 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1152837,36000,1049696,265,121,3.0,1997,6891.0,Medium,4/19/2007 0:00,D65PX-12,D65,PX,-12,,Large,"Track Type Tractor, Dozer - 190.0 to 260.0 Horsepower",Kansas,TTT,Track Type Tractors,,EROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,Straight,None or Unspecified,,
1152838,10500,1044345,9549,121,3.0,2000,951.0,Low,6/30/2005 0:00,751,751,,,,,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Louisiana,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1152839,25000,603809,3538,121,3.0,2000,2908.0,High,2/26/2004 0:00,416C,416,C,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,Street,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1152846,69000,1036488,5893,121,3.0,2001,5825.0,Medium,9/9/2005 0:00,L90D,L90,D,,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,WL,Wheel Loader,,OROPS,Yes,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,Manual,,,,,,,,,,,,,Standard,Conventional
1152849,25500,742911,2758,121,3.0,1996,1314.0,Low,9/20/2007 0:00,D5CIII,D5,C,III,,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",California,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,4 Valve,,Single Shank,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1152854,12500,1029904,9593,121,3.0,1986,0.0,,11/17/2005 0:00,L160,L160,,,,Medium,Wheel Loader - 250.0 to 275.0 Horsepower,Pennsylvania,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,26.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1152855,73000,545058,1624,121,3.0,1998,5733.0,Medium,2/9/2006 0:00,D6MXL,D6,M,,XL,Medium,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",West Virginia,TTT,Track Type Tractors,,EROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,VPAT,Finger Tip,,
1152856,8000,1046664,4640,121,3.0,1000,6740.0,Medium,11/18/2010 0:00,410D,410,D,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,California,BL,Backhoe Loaders,Two Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Standard,Powershuttle,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1152860,35000,141577,3539,121,3.0,2002,966.0,Medium,11/3/2005 0:00,416D,416,D,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Georgia,BL,Backhoe Loaders,Four Wheel Drive,EROPS,None or Unspecified,Reversible,No,Standard,Standard,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
